Ime izdelka,Znamka,Cena,Promocijska cena,Kolicina,Enota,Kategorija
Tunina v oljčnem olju,RIO MARE,8.29,0,1.0,g, RIBJE KONZERVE
Bonboniera,MERCI,5.69,0,1.0,g, BONBONIERE
Mešana marmelada,PODRAVKA,0.21,0,1.0,g, MARMELADE IN DŽEMI
Prekajen svinjski vrat,MERCATOR,12.29,0,1250.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Orehovi rogljički,MERCATOR,2.99,0,1.0,g, DOMAČI KEKSI
Brokoli,S&Z BREZ BZ,3.99,0,250.0,g, BUČKE; JAJČEVCI; KUMARE; BROKOLI; CVETAČA
Bonboniera,ROCHER,5.99,0,1.0,g, BONBONIERE
Kisla smetana,MU CUISINE,0.99,0.79,1.0,g, KISLA SMETANA
Mleta kava brez kofeina,BARCAFFE,5.89,0,1.0,g, KLASIČNA TURŠKA KAVA
Prekajena šunka brez kosti,KRAŠ,18.79,0,800.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Instant kava Crema Gold,JACOBS,12.49,0,1.0,g, INSTANT KAVA
Ameriški Whiskey,JACK DANIELS,23.99,0,1.0,l, WHISKEY
Mandlji s čokolado,BIMED,2.99,0,1.0,g, BONBONIERE
Bonboniera Bajadera,KRAŠ BAJADERA,6.99,0,1.0,g, BONBONIERE
Kava v zrnju Classic,BARCAFFE,8.79,0,1.0,g, KLASIČNA TURŠKA KAVA
Bonboniera Bajadera,KRAŠ BAJADERA,9.99,0,1.0,g, BONBONIERE
Sladoled na palčki,TOM SLADOLED,6.99,4.19,0.001,l, DRUŽINSKI SLADOLEDI
Praženi slani arašidi,KELLYS,5.69,4.99,1.0,g, SLANI ARAŠIDI IN DRUGI OREŠČKI
Alu folija za živila,ALUFIX,5.79,0,1.0,kos, RAZLIČNE FOLIJE - ALU; FOLIJE ZA ŽIVILA; ZA PEKO…
Instant kava Gold Cap Colombie,NESCAFE,14.99,0,1.0,g, INSTANT KAVA
Merlot Bagueri,GORIŠKA BRDA-VINO,14.99,0,1.0,l, RDEČA VINA IN ROSE
Bonboni Fruit Jelly,ŠUMI,4.59,0,1.0,g, BONBONI 
Sir mozzarella Bella Napoli,MU CUISINE,3.89,0,1.0,g, SVEŽI SIRI: FETA; KAJMAK; MOZZARELLA
Čokoladne praline,ROCHER,11.49,0,1.0,g, BONBONIERE
Whiskey,JAMESON,22.49,0,1.0,l, WHISKEY
Čaj vanilija,TWININGS,5.29,4.69,1.0,g, ZELENI; ČRNI IN BELI ČAJ
Trdi sir za ribanje Grana Padano,CEPPARO,20.69,0,0.3,g, TRDI SIRI: PARMEZAN; EMENTALER
Slaščica Indijanček,MERCATOR,1.69,0,1.0,g, RAZNA PECIVA
Nepekoči ajvar,NATURETA,3.99,0,1.0,g, KETCHUP; AJVAR; GORČICA
Gobasta krpa,VILEDA,4.99,0,1.0,kos, KRPE; GOBE IN ŠČETKE ZA ČIŠČENJE
Čistilo za odmaševanje odtokov Cevosan Extra,CEVOSAN,4.29,0,1.0,l, ČISTILA ZA GOSPODINJSKE ODTOKE IN GREZNICE
Alkoholni kis,TALIS,1.89,0,1.0,l, KIS ZA VLAGANJE
Toaletni papir,PALOMA DELUXE,6.89,0,1.0,kos, TOALETNI PAPIR
Mini princes krofi,MERCATOR,4.85,0,1.0,g, TORTE IN SVEŽE ROLADE
Indijski oreščki,BIMED,2.99,0,1.0,g, OREŠČKI
Mleta kava Brasil,SANTANA,5.89,0,1.0,g, KLASIČNA TURŠKA KAVA
Sijaj tekočina za strojno pomivanje posode,FINISH,5.19,0,0.001,l, ZA STROJNO POMIVANJE POSODE
Kraški pršut v kosu,KRAŠ,37.59,0,1200.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Dnevna zobna pasta Fluoride za občutek svežine v ustih,SENSODYNE,5.29,0,1.0,kos, ZOBNE PASTE
Limete,S&Z BREZ BZ,4.99,0,0.25,kos, BANANE IN AGRUMI
Jetrna pašteta,KEKEC,0.89,0,1.0,g, MESNI NAREZKI IN MESNE PAŠTETE
Čokolino,LINO,5.39,4.31,1.0,g, OTROŠKE KAŠICE BREZ MLEKA
Vrečke za smeti z vrvico,ALUFIX,5.09,0,1.0,kos, VSE ZA SMETI
Pecivo Sacher kocke,MERCATOR,5.69,0,1.0,g, TORTE IN SVEŽE ROLADE
Domači ocvirki z mastjo,ARVAJ,8.79,0,1.0,g, MAST IN OCVIRKI
Goba Glitzi,VILEDA,3.39,0,1.0,kos, KRPE; GOBE IN ŠČETKE ZA ČIŠČENJE
Vrhniški orehovi piškoti,ADAMIČ,4.49,0,1.0,g, DOMAČI KEKSI
Zlata radgonska penina,ZLATA PENINA,19.99,17.99,1.0,l, PENEČA VINA
Borovnice,NATURETA,8.29,0,1.0,g, ZAMRZNJENO SADJE
Slana pražena pistacija,SUN NUTS,6.59,0,1.0,g, SLANI ARAŠIDI IN DRUGI OREŠČKI
Rastlinsko olje,ZVEZDA,2.74,0,1.0,l, RASTLINSKO OLJE
Zreli kajmak,MLEKARA SUBOTICA,4.59,0,1.0,g, SVEŽI SIRI: FETA; KAJMAK; MOZZARELLA
Mešani oreščki Hit Mix,BIMED,3.39,0,1.0,g, MEŠANICE SUHO SADJE; OREŠČKI;…
Srebrna radgonska penina,SREBRNA RADGONSKA PENINA,9.99,0,1.0,l, PENEČA VINA
Krpanove hrenovke,KRAŠ,4.99,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Nektar,FRUCTAL,2.89,0,1.0,l, DRUGI OKUSI
Sladki muškat,VINAKOPER,7.29,5.79,1.0,l, BELA VINA
Namaz s papriko,NATURETA,3.79,0,1.0,g, OSTALE PRILOGE JEDEM
Rjavi sladkor Demerara,BILLINGTON'S,4.99,0,1000.0,g, RJAVI SLADKOR
Slani indijski oreščki,LORENZ,4.79,0,1.0,g, SLANI ARAŠIDI IN DRUGI OREŠČKI
Čaj Earl Grey,TWININGS,5.27,0,1.0,g, ZELENI; ČRNI IN BELI ČAJ
Čaj kopriva,MOGOTA,1.45,0,1.0,g, ZELIŠČNI ČAJI
Črni kruh Matevž,PEKARNA GROSUPLJE,4.69,0,1000.0,g, DRUGE VRSTE SVEŽEGA KRUHA
Slana pražena pistacija,ULTJE,4.99,4.39,1.0,g, SLANI ARAŠIDI IN DRUGI OREŠČKI
Kakav,BENQUICK,3.79,0,1.0,g, KAKAV
Škotski Whiskey,CHIVAS,32.49,0,1.0,l, WHISKEY
Wc obešanka Net Energy Lavender Fresh,WC NET,2.59,0,1.0,kos, OBEŠANKE ZA WC ŠKOLJKE
Kakav,BENQUICK,7.39,0,1.0,g, KAKAV
Čistilo za pomivalni stroj,FINISH,6.19,3.99,0.001,l, ZA STROJNO POMIVANJE POSODE
Hrustljavi pšenični kruhki s sezamom,WASA,2.69,0,1.0,g, HRUSTLJAVI KRUHKI
Sir mascarpone,GALBANI,6.69,0,1.0,g, SKUTE
Toaletni papir Jasmin,ZEWA,6.69,0,1.0,kos, TOALETNI PAPIR
Bučno olje,FRAM,17.49,0,1.0,l, BUČNO OLJE
Tekoče milo Green Vitality,AFRODITA,4.49,3.59,1.0,l, MILA
Škotski Whiskey,BALLANTINE`S,23.49,0,1.0,l, WHISKEY
Bonboniera,MERCI,9.99,0,1.0,g, BONBONIERE
Tekoče milo,PALMOLIVE,4.49,0,0.001,l, MILA
Mandeljni v jedrcih,SUN NUTS,6.89,0,1.0,g, OREŠČKI
Akacijev med,MEDEX,10.39,0,1.0,g, MED 
Napolitanke nougat kocke,PODRAVKA,4.99,0,1.0,g, NAPOLITANKE IN VAFLI
Kraški zašink v kosu,KRAŠ,35.99,0,500.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Segedin,NATURETA,2.99,0,1.0,g, MESNA PRIPRAVLJENA HRANA
Ljutomerčan,LJUTOMERČAN,4.79,0,1.0,l, BELA VINA
Linške oči,ADAMIČ,7.59,0,1.0,g, DOMAČI KEKSI
Oljčno olje,GEA,18.34,0,1.0,l, OLJČNO OLJE
Žitarice za zajtrk,ČOKOLEŠNIK,17.99,0,1.0,g, OTROŠKE KAŠICE BREZ MLEKA
Delikatesni ocvirki,KODILA,4.59,0,1.0,kos, MAST IN OCVIRKI
Mešano čajno pecivo,BRODNIK,26.99,0,1.0,g, DOMAČI KEKSI
Čokolada z lešniki,GORENJKA,5.99,0,1.0,g, ČOKOLADA
Razmaščevalec Meglio Refil,MEGLIO,3.29,0,1.0,kos, RAZMAŠČEVALCI
Čokoladne napolitanke,KRAŠ,5.49,0,1.0,g, NAPOLITANKE IN VAFLI
Navihančki z lešnikom in čokolado,PEČJAK,9.79,0,1000.0,g, SLAŠČIČARSKO PECIVO (ZAVITKI; ROGLJIČI; TORTE…)
Tunina v naravnem soku,RIO MARE,8.19,0,1.0,g, RIBJE KONZERVE
Cvetlični med,MEDEX,7.29,0,1.0,g, MED 
Maline,NATURETA,7.89,0,1.0,g, ZAMRZNJENO SADJE
Gozdni med,MEDEX,7.99,6.89,1.0,g, MED 
Vanilijev sladoled,CARTE D' OR,8.29,5.79,1.0,l, DRUŽINSKI SLADOLEDI
Filter za kavo Mellita,MELITTA,4.29,0,1.0,kos, FILTRI ZA KAVO IN RAZNA DROBNA GALANTERIJA
Ekstra deviško oljčno olje Delicato,MONINI,17.99,0,0.001,l, OLJČNO OLJE
Whisky,CANADIAN CLUB,23.99,0,1.0,l, WHISKEY
Čistilo za steklo s pršilko,STELEX,2.99,0,0.001,l, ČISTILA ZA STEKLO
Lipov med,MEDEX,13.39,11.74,1.0,g, MED 
Citronka,DR.OETKER,3.49,0,1.0,g, INSTANT TORTE; PECIVA
Gozdni sadeži,NATURETA,5.89,0,1.0,g, ZAMRZNJENO SADJE
Mleta kava Filter Coffee,ILLY,8.99,0,1.0,g, KLASIČNA TURŠKA KAVA
Piščančji file,PERUTNINA PTUJ,11.99,0,1.0,g, ZAMRZNJENE JEDI IZ MESA
Posip za mačje stranišče,BIO PLUS,8.69,0,1000.0,g, PESEK; ŽAGOVINA
Orehovi rogljički,BRODNIK,6.79,0,1.0,g, DOMAČI KEKSI
Pasulj brez mesa,NATURETA,2.59,0,1.0,g, ZELENJAVNA PRIPRAVLJENA HRANA
Čistilec Vileda Super močo,VILEDA,11.29,0,1.0,kos, METLE; BRISALCI; SMETIŠNICE
Jabolčni krhlji,FRUTO,3.69,0,1.0,g, SUHO SADJE
Olje za cvrtje,ZVEZDA,2.84,0,1.0,l, SONČNIČNO OLJE
Praznično mešano pecivo,BRODNIK,8.59,0,1.0,g, DOMAČI KEKSI
Gozdni med,MEDEX,17.79,0,1.0,g, MED 
Škotski Whiskey,BALLANTINE`S,17.99,0,1.0,l, WHISKEY
Trajno polnomastno mleko,MERCATOR,1.29,0,1.0,l, TRAJNO MLEKO
Mleko,MILA,1.09,0,1.0,l, TRAJNO MLEKO
Naravna gazirana mineralna voda,RADENSKA,0.63,0,1.0,l, GAZIRANE VODE 
Pivo Laško Zlatorog,LAŠKO ZLATOROG,1.24,0,1.0,l, PIVO
Pivo Union,UNION SVETLO,1.24,0,1.0,l, PIVO
Negazirana naravna mineralna voda,RADENSKA,0.69,0,1.0,l, NEGAZIRANE VODE 
Trajno polnomastno Alpsko mleko brez laktoze,ALPSKO MLEKO,1.89,0,1.0,l, TRAJNO MLEKO
Sosedova kajzerica,PEKARNA GROSUPLJE,0.33,0,1.0,g, PEKOVSKO PECIVO
Negazirana naravna mineralna voda,RADENSKA,0.69,0,1.0,l, NEGAZIRANE VODE 
Gazirana voda Kraljevi vrelec,RADENSKA,0.59,0,1.0,l, GAZIRANE VODE 
Negazirana mineralna voda,JANA,0.59,0,1.0,l, NEGAZIRANE VODE 
Papirnate brisače,NATUR,2.99,0,1.0,kos, PAPIRNATE BRISAČE
Trajno polnomastno mleko,MERCATOR,1.29,0,1.0,l, TRAJNO MLEKO
Bela Primorska žemlja,PEKARNA GROSUPLJE,0.49,0,1.0,g, PEKOVSKO PECIVO
Mleko,MILA,0.89,0,1.0,l, TRAJNO MLEKO
Beli kristalni sladkor,VIRO,1.25,0,1000.0,g, BELI SLADKOR
Krof z marmelado,T5M,0.59,0,1.0,g, RAZNA PECIVA
Trajno mleko brez laktoze,FREE ZONE,1.29,0.99,1.0,l, TRAJNO MLEKO
Trajno mleko,BIO ZONE,1.39,0,1.0,l, TRAJNO MLEKO
Maslo,MERCATOR,2.59,0,1.0,g, MASLO IN MASLENI NAMAZI
Gazirana naravna voda,SARAJEVSKI KISELJAK,0.69,0.49,1.0,l, GAZIRANE VODE 
Negazirana naravna mineralna voda,RADENSKA,0.64,0,1.0,l, NEGAZIRANE VODE 
Kisla smetana,MERCATOR,1.09,0,1.0,g, KISLA SMETANA
Gazirana pijača,COCA COLA,1.63,1.09,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Toaletni papir Exclusive,PALOMA EXCLUSIVE,4.99,0,1.0,kos, TOALETNI PAPIR
Trajno mleko,MERCATOR,1.09,0,1.0,l, TRAJNO MLEKO
Italijansko pecivo,PEKARNA GROSUPLJE,0.45,0,1.0,g, PEKOVSKO PECIVO
Naravna gazirana mineralna voda,RADENSKA,0.99,0,1.0,l, GAZIRANE VODE 
Slovenska jabolka Gala,S&Z BREZ BZ,1.79,0,0.25,kos, JABOLKA; HRUŠKE
Ovseni napitek,BIO ZONE,1.99,0,1.0,l, NAPITKI IN DESERT
Nektar,FRUCTAL,0.79,0,1.0,l, DRUGI OKUSI
Toaletni papir Daisy,DAISY,2.59,1.99,1.0,kos, TOALETNI PAPIR
Gazirana pijača,COCA COLA,0.95,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Ledeni čaj,SOLA,0.69,0,1.0,l, LEDENI ČAJ
Pivo,LAŠKO ZLATOROG,1.04,0,1.0,l, PIVO
Brezalkoholno pivo Laško Malt ananas,LAŠKO MALT,0.94,0.79,1.0,l, AROMATIZIRANO PIVO IN PIVO Z DODATKI
Limone,S&Z BREZ BZ,1.79,0,250.0,g, BANANE IN AGRUMI
Brezalkoholno pivo Radler Union Isotonic,UNION RADLER,1.14,0,1.0,l, AROMATIZIRANO PIVO IN PIVO Z DODATKI
Cvetlični med,MEDEX,0.23,0,1.0,g, MED 
Pivo,MERCATOR,4.49,0,1.0,l, PIVO
Žitna ploščica z gozdnimi sadeži,FRUTABELA,0.79,0,1.0,g, ŽITNE IN SADNE REZINE
Pivo Union,UNION SVETLO,1.17,0,1.0,l, PIVO
Pijača Laško Malt Dark,LAŠKO MALT,0.94,0,1.0,l, AROMATIZIRANO PIVO IN PIVO Z DODATKI
Papirnate brisače,DAISY,0.89,0,1.0,kos, PAPIRNATE BRISAČE
Pivo Zlatorog,LAŠKO ZLATOROG,1.17,0,1.0,l, PIVO
Sok,MINUTE,1.99,0,1.0,l, SVEŽE STISNJENI SOKOVI
Negazirana izvirska voda,MERCATOR MOJ DAN,0.29,0,1.0,l, NEGAZIRANE VODE 
Slovenska jabolka Zlati Delišes,S&Z BREZ BZ,1.59,0,0.25,kos, JABOLKA; HRUŠKE
Alpsko mleko,ALPSKO MLEKO,1.85,0,1.0,l, TRAJNO MLEKO
Ledeni čaj,SOLA,1.29,0,1.0,l, LEDENI ČAJ
Papirnate brisače Natur Amore,NATUR,1.79,0,1.0,kos, PAPIRNATE BRISAČE
Energijski napitek,RED BULL,1.49,0,0.001,l, ENERGIJSKI NAPITKI IN IZOTONIČNE PIJAČE
Sir mozzarella,MERCATOR,0.99,0,1.0,g, SVEŽI SIRI: FETA; KAJMAK; MOZZARELLA
Jajca L,MERCATOR,2.35,0,1.0,kos, JAJCA
Pivo Radler grenivka,UNION RADLER,1.04,0,1.0,l, AROMATIZIRANO PIVO IN PIVO Z DODATKI
Žitna ploščica z jagodami,FRUTABELA,0.79,0,1.0,g, ŽITNE IN SADNE REZINE
Piščančji file,MERCATOR,4.59,0,1.0,kos, PERUTNINA
Slovenska solata kristalka,NERAZPOREJENI ARTIKLI,0.99,0,1.0,kos, SOLATA IN SOLATNICE; RADIČ
Sveže mleko,MERCATOR,0.89,0,1.0,l, SVEŽE MLEKO
Gazirana pijača,COCKTA,0.96,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Sok,FRUCTAL,0.83,0,1.0,l, POMARANČA
Naravna gazirana voda,JAMNICA,0.69,0.62,1.0,l, GAZIRANE VODE 
Jajca M,MERCATOR,1.99,0,1.0,kos, JAJCA
Rižev napitek,BIO ZONE,1.99,0,1.0,l, NAPITKI IN DESERT
Gazirana voda,TEMPEL,0.87,0,1.0,l, GAZIRANE VODE 
Negazirana naravna mineralna voda,DANA,0.59,0,1.0,l, NEGAZIRANE VODE 
Žitna ploščica z borovnicami,FRUTABELA,0.89,0.79,1.0,g, ŽITNE IN SADNE REZINE
Pšenična bela moka T 500,MERCATOR,0.78,0,1000.0,g, PŠENIČNA MOKA
Slovenska jabolka Topaz,S&Z BREZ BZ,2.29,0,0.25,kos, JABOLKA; HRUŠKE
Toaletni papir Paloma Exclusive tiskan in parfumiran,PALOMA EXCLUSIVE,4.99,0,1.0,kos, TOALETNI PAPIR
Negazirana mineralna voda,ZALA,0.79,0,1.0,l,ENIPUKS ENVOGALB ENTENRETNI ;EČAJIP ;EDOV ; EDOV ENARIZAGEN
Žitna ploščica s pomarančo,FRUTABELA,0.79,0,1.0,g, ŽITNE IN SADNE REZINE
Tekoči jogurt Mercator,MERCATOR,0.69,0,1.0,g, NAVADNI JOGURTI
Slovenska jabolka Idared,S&Z BREZ BZ,1.59,0.99,0.25,kos, JABOLKA; HRUŠKE
Solata kristalka,S&Z BREZ BZ,0.99,0,1.0,kos, SOLATA IN SOLATNICE; RADIČ
Bio limone,BIO ZONE,1.39,0,1.0,g, BANANE IN AGRUMI
Gazirana pijača,COCA COLA,5.19,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Toaletni papir Premium,NATUR,4.29,0,1.0,kos, TOALETNI PAPIR
Zlate kroglice,ŽITO,0.85,0,1.0,g, JUŠNI REZANCI IN JUŠNE ZAKUHE
Paradižnik v grozdih,S&Z BREZ BZ,2.29,1.59,250.0,g, PAPRIKA; PARADIŽNIK; FEFERONI
Vanilijev puding,VINDIJA,0.49,0,1.0,g, PUDINGI IN KREME
Sadni jogurt Jogobella,ZOTT JOGOBELLA,0.59,0,1.0,g, SADNI JOGURTI
Negazirana voda,ZALA,0.69,0,1.0,l, NEGAZIRANE VODE Z DODATKI
Gazirana pijača,COCA COLA,0.95,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Žitna ploščica z marelicami,FRUTABELA,0.79,0,1.0,g, ŽITNE IN SADNE REZINE
Pijača,PINGO,0.59,0.49,1.0,l, DRUGI OKUSI
Toast American,MERCATOR,1.69,0,1.0,g, TOAST
Negazirana mineralna voda,JANA,0.69,0,1.0,l, NEGAZIRANE VODE 
Energijski napitek,RED BULL,1.49,0,0.001,l, ENERGIJSKI NAPITKI IN IZOTONIČNE PIJAČE
Lepinja bela,DON-DON,0.59,0.49,1.0,g, PEKOVSKO PECIVO
Pivo Ožujsko,OŽUJSKO,1.16,0,1.0,l, PIVO
Toast Classic,MERCATOR,1.19,0,1.0,g, TOAST
Puding s proteini,Z BREGOV,1.25,0,1.0,g, JOGURTI S PROTEINI
Jetrna pašteta,KEKEC,0.45,0,1.0,g, MESNI NAREZKI IN MESNE PAŠTETE
Brezalkoholno pivo,LAŠKO MALT,0.94,0,1.0,l, AROMATIZIRANO PIVO IN PIVO Z DODATKI
Brezalkoholno pivo Union radler bezeg,UNION RADLER,1.04,0,1.0,l, AROMATIZIRANO PIVO IN PIVO Z DODATKI
Sok,MOJ DAN,1.39,0,1.0,l, JABOLKO
Alkoholni kis,ZVIJEZDA,1.49,1.25,1.0,l, KIS ZA VLAGANJE
Čokoladno mleko,LJUBLJANSKE MLEKARNE,0.65,0,0.001,l, MLEKO Z OKUSOM
Mleta kava Black'n'Easy,BARCAFFE,2.69,0,1.0,g, KLASIČNA TURŠKA KAVA
Negazirana izvirska voda,EVIAN,0.99,0,1.0,l, NEGAZIRANE VODE 
Gazirana pijača,PEPSI,1.49,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Sir Ementalec,MERCATOR,3.99,0,1.0,g, TRDI SIRI: PARMEZAN; EMENTALER
Mineralna gazirana voda,RADENSKA,3.19,0,1.0,l, GAZIRANE VODE 
Motovilec,MERCATOR,1.19,0,1.0,g, SOLATA IN SOLATNICE; RADIČ
Bela francoska bageta,MERCATOR,0.55,0,1.0,g, DRUGE VRSTE SVEŽEGA KRUHA
Nektar,FRUCTAL,0.79,0,1.0,l, DRUGI OKUSI
Gazirana pijača,ORA,1.29,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM POMARANČE
Kokošja pašteta Junior,ARGETA,0.67,0,1.0,g, MESNI NAREZKI IN MESNE PAŠTETE
Tekoči jogurt,MERCATOR,0.65,0,1.0,g, NAVADNI JOGURTI
Toaletni papir,VIOLETA,7.99,6.79,1.0,kos, TOALETNI PAPIR
Pivo Heineken,HEINEKEN,1.44,0,1.0,l, PIVO
Črna žemlja,PEKARNA GROSUPLJE,0.59,0,1.0,g, PEKOVSKO PECIVO
Gazirana pijača,COCKTA,1.59,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Grški tip jogurta,MU ATHENTIKOS,1.09,0,1.0,g, OSTALI JOGURTI
Rjavi fižol v zrnju,PODRAVKA,1.39,0,1.0,g, FIŽOL
Ledeni čaj,SOLA,0.79,0,1.0,l, LEDENI ČAJ
Slovenski krompir za kuhanje,MERCATOR,3.29,0,1000.0,g, KORENJE; KOLERABA; KROMPIR
Pijača,SOLA,0.77,0,1.0,l, NEGAZIRANE SADNE PIJAČE
Bio korenje,BIO ZONE,2.79,0,1000.0,g, KORENJE; KOLERABA; KROMPIR
Gazirana pijača,PEPSI,0.79,0,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Smetana za kuhanje,MERCATOR,1.19,0,0.001,l, STERILIZIRANA SMETANA ZA KAVO
Gazirana pijača,SCHWEPPES,2.05,0,1.0,l, GAZIRANE PIJAČE OSTALIH OKUSOV
Kremni namaz,NUTELLA,5.39,0,1.0,g, KREMNI NAMAZI
Čokoladni puding,VINDIJA,0.49,0,1.0,g, PUDINGI IN KREME
Pivo Heineken,HEINEKEN,1.19,0.99,1.0,l, PIVO
Pšenična mehka moka T 500,MLINOTEST,0.99,0.69,1000.0,g, PŠENIČNA MOKA
Narezek ogrska salama,MERCATOR,2.19,0,1.0,g, SUHOMESNATI IN TRAJNI IZDELKI
Negazirana voda,ZALA,0.99,0,1.0,l, NEGAZIRANE VODE Z DODATKI
Narezana Poli salama,POLI,2.29,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Trajno pol posneto Alpsko mleko,ALPSKO MLEKO,9.19,0,1.0,l, TRAJNO MLEKO
Narezek piščančje prsi Slim & Fit,SLIM&FIT,3.49,2.79,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Pomaranče Valencia,S&Z BREZ BZ,1.99,0,250.0,g, BANANE IN AGRUMI
Trajno pol posneto Alpsko mleko s kalcijem,ALPSKO MLEKO,1.69,0,1.0,l, TRAJNO MLEKO
Gazirana pijača,COCKTA,0.89,0.79,1.0,l, GAZIRANE PIJAČE Z OKUSOM COLE
Narezek pizza šunka,MERCATOR,1.99,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Mini piščančji file,MERCATOR,3.89,0,1.0,kos, PERUTNINA
Solata ledenka,S&Z BREZ BZ,1.59,0,1.0,kos, SOLATA IN SOLATNICE; RADIČ
Tunina pašteta,ARGETA,0.79,0,1.0,g, RIBJE PAŠTETE
Maslo,MU CUISINE,0.4,0,1.0,g, MASLO IN MASLENI NAMAZI
Sončnično olje,DIJAMANT,2.49,0,1.0,l, SONČNIČNO OLJE
Zeliščni čaj,1001 CVET,1.49,0,1.0,g, ZELIŠČNI ČAJI
Paprika tris,S&Z BREZ BZ,2.19,0,1.0,g, PAPRIKA; PARADIŽNIK; FEFERONI
Zrnati sir,MERCATOR,0.89,0,1.0,g, SKUTE
Sir Edamec,MERCATOR,3.19,0,1.0,g, POLTRDI SIRI
Rezine sira Edamec,MERCATOR,3.19,0,1.0,g, SIRI REZINE
Papirnati robčki v škatli,VIOLETA,1.99,1.69,1.0,kos, PAPIRNATI ŽEPNI IN VLAŽILNI OSVEŽILNI ROBČKI
Negazirana mineralna voda,JANA,0.67,0,1.0,l, NEGAZIRANE VODE 
Jogurt na grški način,MERCATOR,2.19,0,1.0,g, OSTALI JOGURTI
Kruh Drožnik,ŽITO,1.79,0,1.0,g, DRUGE VRSTE SVEŽEGA KRUHA
Mlečni riž s čokolado,MULLER RISO,1.19,0,1.0,g, MLEČNI RIŽ; DESERTI ...
Pijača,SOLA,1.35,0,1.0,l, NEGAZIRANE SADNE PIJAČE
Piščančje hrenovke brez ovoja,MERCATOR,1.19,0,1.0,g, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Študentska hrana,ULTJE,3.99,3.29,1.0,g, MEŠANICE SUHO SADJE; OREŠČKI;…
Bio navadni jogurt,BIO ZONE,0.41,0,1.0,g, NAVADNI JOGURTI
Naravna gazirana mineralna voda,JAMNICA,2.49,0,1.0,kos, GAZIRANE VODE 
Toaletni papir Natur Forest,NATUR,3.49,0,1.0,kos, TOALETNI PAPIR
Brezalkoholno pivo Hoppy Lager,UNION PREMIUM,1.39,0,1.0,l, PIVO
Žitna ploščica z malinami,FRUTABELA,0.89,0.79,1.0,g, ŽITNE IN SADNE REZINE
Sveže listnato testo,MINUTE,0.79,0,1.0,g, HLAJENO TESTO
Vlažni toaletni papir Ognjič,VIOLETA,2.29,0,1.0,kos, TOALETNI PAPIR
Sok,LUMPI,0.37,0,0.001,l, JABOLKO
Borovnice,S&Z BREZ BZ,2.69,0,1.0,g, DRUGO SVEŽE SADJE IN PAKETI MEŠANEGA SADJA
Zelenjava za juho,MERCATOR,1.49,0,1.0,g, DRUGA SVEŽA ZELENJAVA
Sadna skuta Muki,MU,0.89,0,1.0,g, SADNE SKUTE
Papirnati robčki v škatli,NATUR,1.79,0,1.0,kos, PAPIRNATI ŽEPNI IN VLAŽILNI OSVEŽILNI ROBČKI
Brezalkoholno pivo Laško Zlatorog,LAŠKO ZLATOROG,1.14,0,1.0,l, HMELJNI NAPITKI BREZ ALKOHOLA
Pšenična bela moka T 500,MERCATOR,3.79,0,1000.0,g, PŠENIČNA MOKA
Toaletni papir Premium,VIOLETA,5.99,3.89,1.0,kos, TOALETNI PAPIR
Vrečke za smeti,DAX,2.19,0,1.0,kos, VSE ZA SMETI
Limone,S&Z BREZ BZ,0.99,0,1.0,g, BANANE IN AGRUMI
Narezek piščančje prsi Slim&Fit,SLIM&FIT,1.79,1.43,1.0,kos, POLTRAJNE KLOBASE; SALAME; HRENOVKE
Indijski oreščki,GARDEN GOOD,2.69,0,1.0,g, OREŠČKI
Jogurt vanilija,MERCATOR,0.59,0,1.0,g, SADNI JOGURTI
Čvrsto kislo mleko,ZELENE DOLINE,0.69,0,1.0,g, KISLO MLEKO IN KEFIR
Rezine sira mozzarella,MERCATOR,2.99,0,1.0,g, SIRI REZINE
Ovseni napitek Barista,BIO ZONE,2.59,0,1.0,l, NAPITKI IN DESERT
Slovensko korenje,NERAZPOREJENI ARTIKLI,1.09,0.89,250.0,g, KORENJE; KOLERABA; KROMPIR
Toaletni papir,VIOLETA,4.99,0,1.0,kos, TOALETNI PAPIR
Mini polžki,BARILLA,1.49,0,1.0,g, DOLGE IN KRATKE TESTENINE
Grisini s sezamom,MERCATOR,1.09,0,1.0,g, GRISINI
